STEVAL-MKI243A (ASM330LHHXG1)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	A_X [deg] 	 A_Y [deg] 	 A_Z [deg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	TEMP [C] 	
-39.345 	 -190.381 	 1002.29 	-2 	 -10 	 79 	0.595 	 -1.19 	 -0.49875 	29.2 	
-36.6 	 -190.869 	 1003.82 	-2 	 -10 	 79 	0.665 	 -1.015 	 -0.46375 	29.2 	
-39.04 	 -192.882 	 1001.92 	-2 	 -10 	 79 	0.76125 	 -1.12875 	 -0.51625 	29.2 	
-40.443 	 -192.333 	 1003.45 	-2 	 -10 	 79 	0.79625 	 -0.97125 	 -0.5425 	29.2 	
-41.419 	 -193.858 	 1003.45 	-2 	 -10 	 79 	0.70875 	 -1.05 	 -0.48125 	29.2 	
-41.724 	 -193.187 	 1001.74 	-2 	 -10 	 79 	0.74375 	 -1.07625 	 -0.48125 	29.2 	
-43.676 	 -190.991 	 1001.5 	-2 	 -10 	 79 	0.62125 	 -1.19875 	 -0.34125 	29.2 	
-45.75 	 -192.089 	 1002.05 	-2 	 -10 	 79 	0.65625 	 -1.1725 	 -0.44625 	29.2 	
-46.482 	 -193.248 	 1000.89 	-2 	 -10 	 79 	0.74375 	 -1.11125 	 -0.56 	29.2 	
-45.811 	 -193.492 	 1001.5 	-2 	 -10 	 79 	0.55125 	 -0.95375 	 -0.525 	29.2 	
-47.702 	 -193.675 	 1002.23 	-2 	 -10 	 79 	0.69125 	 -1.09375 	 -0.55125 	29.2 	
-48.373 	 -193.797 	 1001.99 	-2 	 -10 	 79 	0.875 	 -1.12 	 -0.5425 	29.2 	
-51.606 	 -192.211 	 1003.02 	-2 	 -10 	 79 	0.70875 	 -1.1375 	 -0.56 	29.2 	
-50.752 	 -193.004 	 1001.86 	-2 	 -10 	 79 	0.735 	 -1.12875 	 -0.53375 	29.2 	
-48.556 	 -193.675 	 1001.99 	-2 	 -10 	 79 	0.7 	 -1.19875 	 -0.595 	29.2 	
-48.861 	 -191.296 	 1001.56 	-2 	 -10 	 79 	0.77875 	 -0.98 	 -0.4375 	29.2 	
-50.264 	 -191.662 	 1002.66 	-2 	 -10 	 79 	0.8575 	 -1.085 	 -0.385 	29.2 	
-51.423 	 -191.723 	 1000.22 	-2 	 -10 	 79 	0.81375 	 -1.26875 	 -0.56875 	29.2 	
-48.678 	 -191.174 	 1002.72 	-2 	 -10 	 79 	0.81375 	 -1.225 	 -0.455 	29.2 	
-47.519 	 -190.503 	 1003.27 	-2 	 -10 	 79 	0.77875 	 -1.14625 	 -0.51625 	29.2 	
-47.336 	 -190.442 	 1001.68 	-2 	 -10 	 79 	0.77 	 -1.085 	 -0.53375 	29.2 	
-46.421 	 -190.259 	 1002.66 	-2 	 -10 	 79 	0.805 	 -1.19 	 -0.5425 	29.2 	
-46.97 	 -189.649 	 1004.3 	-2 	 -10 	 79 	0.81375 	 -1.11125 	 -0.49875 	29.2 	
-45.14 	 -190.442 	 1002.47 	-2 	 -10 	 79 	0.6825 	 -1.0325 	 -0.5425 	29.2 	
-44.164 	 -189.1 	 1004.18 	-2 	 -10 	 79 	0.735 	 -1.07625 	 -0.49 	29.2 	
-44.774 	 -190.869 	 1002.96 	-2 	 -10 	 79 	0.74375 	 -1.11125 	 -0.4725 	29.2 	
-44.347 	 -189.466 	 1003.63 	-2 	 -10 	 79 	0.79625 	 -1.19875 	 -0.5775 	29.2 	
-45.201 	 -190.198 	 1003.63 	-2 	 -10 	 79 	0.6125 	 -1.18125 	 -0.48125 	29.2 	
-43.737 	 -189.222 	 1000.77 	-2 	 -10 	 79 	0.77 	 -1.12875 	 -0.455 	29.2 	
-42.212 	 -189.527 	 1000.46 	-2 	 -10 	 79 	0.91 	 -1.25125 	 -0.55125 	29.2 	
-43.92 	 -191.357 	 1002.53 	-2 	 -10 	 79 	0.70875 	 -1.19 	 -0.51625 	29.2 	
-43.676 	 -191.052 	 1003.57 	-2 	 -10 	 79 	0.77 	 -1.085 	 -0.48125 	29.2 	
-44.164 	 -192.15 	 1003.33 	-2 	 -10 	 79 	0.56875 	 -1.18125 	 -0.4025 	29.2 	
-43.432 	 -193.431 	 1003.33 	-2 	 -10 	 79 	0.67375 	 -1.2775 	 -0.49875 	29.2 	
-44.652 	 -192.577 	 1001.99 	-2 	 -10 	 79 	0.65625 	 -1.2075 	 -0.6475 	29.2 	
-46.177 	 -193.126 	 1001.99 	-2 	 -10 	 79 	0.65625 	 -1.09375 	 -0.5775 	29.2 	
-46.726 	 -194.834 	 1002.47 	-2 	 -10 	 79 	0.72625 	 -1.2425 	 -0.53375 	29.2 	
-46.787 	 -197.213 	 1001.74 	-2 	 -11 	 79 	0.6125 	 -0.9625 	 -0.56875 	29.2 	
-46.604 	 -196.298 	 1003.14 	-2 	 -11 	 79 	0.58625 	 -1.16375 	 -0.58625 	29.2 	
-48.129 	 -195.505 	 1002.47 	-2 	 -11 	 79 	0.74375 	 -1.2075 	 -0.60375 	29.2 	
-48.922 	 -197.457 	 1002.47 	-2 	 -11 	 79 	0.70875 	 -1.16375 	 -0.595 	29.2 	
-52.155 	 -197.213 	 999.363 	-2 	 -11 	 79 	0.63875 	 -1.09375 	 -0.6125 	29.2 	
-48.678 	 -195.688 	 999.424 	-2 	 -11 	 79 	0.76125 	 -1.21625 	 -0.63875 	29.2 	
-48.068 	 -197.396 	 1000.03 	-2 	 -11 	 79 	0.72625 	 -1.18125 	 -0.67375 	29.2 	
-48.068 	 -194.773 	 1000.1 	-2 	 -11 	 79 	0.72625 	 -1.12 	 -0.60375 	29.2 	
-47.58 	 -194.834 	 1001.44 	-2 	 -10 	 79 	0.7175 	 -1.1025 	 -0.5425 	29.2 	
-47.397 	 -195.688 	 1004 	-2 	 -11 	 79 	0.60375 	 -1.09375 	 -0.56875 	29.2 	
-46.97 	 -194.773 	 1003.82 	-2 	 -10 	 79 	0.90125 	 -1.09375 	 -0.5775 	29.2 	
-44.774 	 -193.98 	 1003.08 	-2 	 -10 	 79 	0.88375 	 -1.1025 	 -0.5775 	29.2 	
-45.018 	 -195.2 	 1003.82 	-2 	 -10 	 79 	0.7875 	 -1.0325 	 -0.65625 	29.2 	
-46.604 	 -190.869 	 1002.35 	-2 	 -10 	 79 	0.8575 	 -1.14625 	 -0.62125 	29.2 	
-44.103 	 -191.418 	 1001.07 	-2 	 -10 	 79 	0.7875 	 -1.11125 	 -0.62125 	29.2 	
-43.432 	 -189.466 	 1001.74 	-2 	 -10 	 79 	0.72625 	 -1.16375 	 -0.6125 	29.2 	
-43.859 	 -189.649 	 1003.02 	-2 	 -10 	 79 	0.69125 	 -1.2425 	 -0.595 	29.2 	
-42.883 	 -189.1 	 1005.52 	-2 	 -10 	 79 	0.72625 	 -1.2075 	 -0.67375 	29.2 	
-44.713 	 -191.601 	 1003.75 	-2 	 -10 	 79 	0.63875 	 -1.1725 	 -0.56 	29.2 	
-44.835 	 -190.442 	 1004.79 	-2 	 -10 	 79 	0.67375 	 -1.11125 	 -0.51625 	29.2 	
-43.005 	 -186.721 	 1004.85 	-2 	 -10 	 79 	0.69125 	 -1.12 	 -0.55125 	29.2 	
-44.225 	 -186.904 	 1002.84 	-2 	 -10 	 79 	0.7175 	 -1.1725 	 -0.55125 	29.2 	
-43.92 	 -188.551 	 1002.84 	-2 	 -10 	 79 	0.76125 	 -1.155 	 -0.525 	29.2 	
-45.14 	 -187.636 	 1003.51 	-2 	 -10 	 79 	0.72625 	 -1.155 	 -0.58625 	29.2 	
-44.591 	 -188.917 	 1002.72 	-2 	 -10 	 79 	0.53375 	 -1.21625 	 -0.4725 	29.2 	
-44.286 	 -190.32 	 1002.29 	-2 	 -10 	 79 	0.63 	 -1.21625 	 -0.5775 	29.2 	
-46.726 	 -190.625 	 1004.67 	-2 	 -10 	 79 	0.74375 	 -1.1725 	 -0.48125 	29.2 	
-45.262 	 -189.771 	 1004.61 	-2 	 -10 	 79 	0.6825 	 -1.21625 	 -0.5075 	29.2 	
-45.689 	 -191.357 	 1001.56 	-2 	 -10 	 79 	0.7525 	 -1.2075 	 -0.56875 	29.2 	
-46.177 	 -190.808 	 1002.9 	-2 	 -10 	 79 	0.72625 	 -1.12 	 -0.525 	29.2 	
-47.702 	 -191.357 	 1003.57 	-2 	 -10 	 79 	0.77875 	 -1.0675 	 -0.63 	29.2 	
-45.689 	 -193.065 	 1000.22 	-2 	 -10 	 79 	0.62125 	 -1.16375 	 -0.665 	29.2 	
-46.848 	 -193.614 	 1003.57 	-2 	 -10 	 79 	0.56875 	 -1.02375 	 -0.595 	29.2 	
-44.835 	 -191.845 	 1003.57 	-2 	 -10 	 79 	0.56875 	 -1.11125 	 -0.62125 	29.2 	
-44.469 	 -192.516 	 1003.27 	-2 	 -10 	 79 	0.805 	 -1.0675 	 -0.4725 	29.2 	
-43.737 	 -192.089 	 1003.33 	-2 	 -10 	 79 	0.6125 	 -1.0675 	 -0.5425 	29.2 	
-43.554 	 -192.882 	 1004.3 	-2 	 -10 	 79 	0.56 	 -1.12875 	 -0.6825 	29.2 	
-44.896 	 -194.224 	 1003.57 	-2 	 -10 	 79 	0.6475 	 -1.1025 	 -0.5075 	29.2 	
-42.09 	 -193.736 	 1004.06 	-2 	 -10 	 79 	0.74375 	 -1.12875 	 -0.5075 	29.2 	
-43.92 	 -193.675 	 1002.72 	-2 	 -10 	 79 	0.67375 	 -1.07625 	 -0.6825 	29.2 	
-42.212 	 -193.675 	 1003.57 	-2 	 -10 	 79 	0.735 	 -1.16375 	 -0.55125 	29.2 	
-42.151 	 -193.797 	 1003.75 	-2 	 -10 	 79 	0.79625 	 -1.19875 	 -0.65625 	29.2 	
-41.663 	 -193.126 	 1002.23 	-2 	 -10 	 79 	0.5775 	 -1.155 	 -0.65625 	29.2 	
-41.419 	 -194.041 	 1002.35 	-2 	 -10 	 79 	0.7525 	 -0.9625 	 -0.58625 	29.2 	
-42.883 	 -193.309 	 1003.39 	-2 	 -10 	 79 	0.91 	 -1.2775 	 -0.67375 	29.2 	
-43.493 	 -193.553 	 1002.29 	-2 	 -10 	 79 	0.77 	 -1.32125 	 -0.53375 	29.2 	
-41.114 	 -192.638 	 1003.02 	-2 	 -10 	 79 	0.84 	 -1.05 	 -0.48125 	29.2 	
-43.066 	 -192.943 	 1004.49 	-2 	 -10 	 79 	0.91875 	 -1.2075 	 -0.49 	29.2 	
-44.774 	 -191.174 	 1003.08 	-2 	 -10 	 79 	0.805 	 -1.2075 	 -0.49875 	29.2 	
-44.53 	 -193.187 	 999.485 	-2 	 -10 	 79 	0.72625 	 -1.02375 	 -0.46375 	29.2 	
-45.445 	 -193.004 	 1001.5 	-2 	 -10 	 79 	0.7175 	 -1.19 	 -0.48125 	29.2 	
-45.994 	 -191.906 	 1000.16 	-2 	 -10 	 79 	0.70875 	 -1.19875 	 -0.48125 	29.2 	
-46.848 	 -192.76 	 1001.8 	-2 	 -10 	 79 	0.76125 	 -1.2075 	 -0.455 	29.2 	
-45.75 	 -192.394 	 1001.99 	-2 	 -10 	 79 	0.5775 	 -1.28625 	 -0.51625 	29.2 	
-46.238 	 -191.906 	 1002.66 	-2 	 -10 	 79 	0.77875 	 -1.1025 	 -0.42875 	29.2 	
-45.689 	 -191.601 	 1005.77 	-2 	 -10 	 79 	0.8575 	 -1.12 	 -0.525 	29.2 	
-44.835 	 -190.381 	 1002.53 	-2 	 -10 	 79 	0.805 	 -1.14625 	 -0.58625 	29.2 	
-44.957 	 -190.137 	 1001.25 	-2 	 -10 	 79 	0.63875 	 -1.11125 	 -0.42 	29.2 	
-42.639 	 -189.832 	 1001.8 	-2 	 -10 	 79 	0.805 	 -1.25125 	 -0.53375 	29.2 	
-44.408 	 -190.076 	 1001.56 	-2 	 -10 	 79 	0.77 	 -1.1375 	 -0.62125 	29.2 	
-43.31 	 -189.527 	 1003.51 	-2 	 -10 	 79 	0.72625 	 -1.1025 	 -0.5425 	29.2 	
-42.822 	 -189.832 	 1003.57 	-2 	 -10 	 79 	0.7875 	 -1.12875 	 -0.5075 	29.2 	
-42.7 	 -189.344 	 1004.24 	-2 	 -10 	 79 	0.76125 	 -1.2075 	 -0.4725 	29.2 	
-40.687 	 -188.246 	 1004.49 	-2 	 -10 	 79 	0.76125 	 -1.19 	 -0.49 	29.2 	
-39.162 	 -189.893 	 1001.92 	-2 	 -10 	 79 	0.805 	 -1.0675 	 -0.4725 	29.2 	
-39.894 	 -189.161 	 1000.58 	-2 	 -10 	 79 	0.735 	 -1.26 	 -0.42875 	29.2 	
-36.966 	 -187.88 	 1003.08 	-2 	 -10 	 79 	0.7 	 -1.02375 	 -0.49 	29.2 	
-38.674 	 -190.381 	 1002.47 	-2 	 -10 	 79 	0.5775 	 -1.015 	 -0.455 	29.2 	
-38.674 	 -189.588 	 1002.84 	-2 	 -10 	 79 	0.72625 	 -1.0675 	 -0.48125 	29.2 	
-38.43 	 -189.344 	 1002.84 	-2 	 -10 	 79 	0.58625 	 -1.05 	 -0.41125 	29.2 	
-39.589 	 -192.272 	 1002.35 	-2 	 -10 	 79 	0.72625 	 -1.0325 	 -0.37625 	29.2 	
-41.297 	 -192.943 	 1004.91 	-2 	 -10 	 79 	0.65625 	 -1.155 	 -0.37625 	29.2 	
-43.554 	 -193.248 	 1002.41 	-2 	 -10 	 79 	0.62125 	 -1.12 	 -0.4025 	29.2 	
-45.872 	 -194.102 	 1002.11 	-2 	 -10 	 79 	0.6125 	 -1.09375 	 -0.48125 	29.2 	
-46.116 	 -194.59 	 1003.14 	-2 	 -10 	 79 	0.69125 	 -1.085 	 -0.42 	29.2 	
-48.8 	 -197.945 	 1001.25 	-2 	 -11 	 79 	0.63875 	 -1.07625 	 -0.41125 	29.2 	
-49.532 	 -196.847 	 1001.92 	-2 	 -11 	 79 	0.53375 	 -1.12 	 -0.5075 	29.2 	
-52.338 	 -196.664 	 1001.01 	-2 	 -11 	 79 	0.6125 	 -1.14625 	 -0.63 	29.2 	
-56.608 	 -198.555 	 998.997 	-3 	 -11 	 78 	0.65625 	 -1.085 	 -0.56 	29.2 	
-55.632 	 -197.274 	 1001.13 	-3 	 -11 	 79 	0.8225 	 -1.225 	 -0.63 	29.2 	
-57.889 	 -198.372 	 1000.16 	-3 	 -11 	 78 	0.6825 	 -1.155 	 -0.49 	29.2 	
-58.865 	 -199.958 	 999.607 	-3 	 -11 	 78 	0.77 	 -1.12 	 -0.49875 	29.2 	
-56.425 	 -198.555 	 1001.25 	-3 	 -11 	 78 	0.77 	 -1.1725 	 -0.5425 	29.2 	
-56.852 	 -198.25 	 999.485 	-3 	 -11 	 78 	0.7525 	 -1.21625 	 -0.5425 	29.2 	
-56.913 	 -199.775 	 1000.03 	-3 	 -11 	 78 	0.7175 	 -1.1375 	 -0.72625 	29.2 	
-55.51 	 -198.738 	 1000.1 	-3 	 -11 	 78 	0.76125 	 -1.12875 	 -0.63875 	29.2 	
-55.083 	 -196.969 	 1001.5 	-3 	 -11 	 79 	0.7175 	 -1.085 	 -0.525 	29.2 	
-55.266 	 -195.444 	 1000.89 	-3 	 -11 	 79 	0.88375 	 -1.015 	 -0.6825 	29.3 	
-53.68 	 -193.98 	 1002.11 	-3 	 -10 	 79 	0.7 	 -1.11125 	 -0.6125 	29.3 	
-51.728 	 -192.577 	 1003.82 	-2 	 -10 	 79 	0.7175 	 -1.23375 	 -0.51625 	29.3 	
-50.264 	 -191.662 	 1003.08 	-2 	 -10 	 79 	0.7525 	 -1.1725 	 -0.63875 	29.3 	
-50.142 	 -191.784 	 1001.8 	-2 	 -10 	 79 	0.88375 	 -1.14625 	 -0.6125 	29.3 	
-48.251 	 -190.32 	 1003.94 	-2 	 -10 	 79 	0.84875 	 -1.04125 	 -0.56 	29.3 	
-46.604 	 -188.856 	 1003.94 	-2 	 -10 	 79 	0.74375 	 -0.9975 	 -0.63875 	29.3 	
-46.848 	 -187.087 	 1002.9 	-2 	 -10 	 79 	0.58625 	 -1.25125 	 -0.56 	29.3 	
-44.591 	 -186.416 	 1005.22 	-2 	 -10 	 79 	0.805 	 -1.23375 	 -0.62125 	29.2 	
-43.31 	 -185.806 	 1002.11 	-2 	 -10 	 79 	0.735 	 -1.1725 	 -0.53375 	29.2 	
-42.639 	 -187.087 	 1004.37 	-2 	 -10 	 79 	0.74375 	 -1.19875 	 -0.60375 	29.2 	
-43.554 	 -187.392 	 1003.33 	-2 	 -10 	 79 	0.77875 	 -1.19 	 -0.56 	29.2 	
-41.175 	 -187.209 	 1005.28 	-2 	 -10 	 79 	0.6825 	 -1.12 	 -0.49 	29.2 	
-43.127 	 -186.294 	 1004.43 	-2 	 -10 	 79 	0.63 	 -1.12 	 -0.5775 	29.2 	
-43.554 	 -186.904 	 1003.63 	-2 	 -10 	 79 	0.665 	 -1.12 	 -0.63875 	29.2 	
-42.883 	 -186.965 	 1004.49 	-2 	 -10 	 79 	0.9275 	 -1.18125 	 -0.51625 	29.2 	
-42.639 	 -188.551 	 1004.49 	-2 	 -10 	 79 	0.805 	 -1.25125 	 -0.5775 	29.3 	
-43.188 	 -186.294 	 1003.14 	-2 	 -10 	 79 	0.65625 	 -1.12 	 -0.58625 	29.3 	
-43.066 	 -186.111 	 1003.27 	-2 	 -10 	 79 	0.595 	 -1.085 	 -0.5075 	29.3 	
-41.663 	 -189.649 	 1004.55 	-2 	 -10 	 79 	0.58625 	 -1.085 	 -0.48125 	29.3 	
-44.713 	 -188.917 	 1004.91 	-2 	 -10 	 79 	0.70875 	 -1.19875 	 -0.49875 	29.3 	
-43.066 	 -190.564 	 1004.43 	-2 	 -10 	 79 	0.6475 	 -1.11125 	 -0.58625 	29.3 	
-43.127 	 -190.503 	 1002.66 	-2 	 -10 	 79 	0.67375 	 -1.02375 	 -0.56875 	29.3 	
-43.859 	 -192.089 	 1001.13 	-2 	 -10 	 79 	0.665 	 -1.1025 	 -0.56875 	29.3 	
-42.395 	 -193.614 	 1002.66 	-2 	 -10 	 79 	0.77 	 -1.2775 	 -0.70875 	29.2 	
-41.541 	 -191.662 	 1002.96 	-2 	 -10 	 79 	0.72625 	 -1.25125 	 -0.735 	29.2 	
-42.456 	 -193.858 	 1000.7 	-2 	 -10 	 79 	0.6825 	 -1.3125 	 -0.60375 	29.2 	
-44.652 	 -192.089 	 1002.35 	-2 	 -10 	 79 	0.67375 	 -1.25125 	 -0.6825 	29.2 	
-42.761 	 -195.81 	 1002.9 	-2 	 -11 	 79 	0.83125 	 -1.0325 	 -0.7 	29.2 	
-40.138 	 -194.224 	 1003.94 	-2 	 -10 	 79 	0.62125 	 -1.12875 	 -0.62125 	29.2 	
-40.748 	 -195.261 	 1003.51 	-2 	 -11 	 79 	0.83125 	 -1.07625 	 -0.5775 	29.2 	
-41.907 	 -194.224 	 1004.06 	-2 	 -10 	 79 	0.7875 	 -1.11125 	 -0.56875 	29.2 	
-42.822 	 -193.614 	 1002.41 	-2 	 -10 	 79 	0.805 	 -1.2425 	 -0.6125 	29.2 	
-41.724 	 -192.821 	 1002.29 	-2 	 -10 	 79 	0.8225 	 -1.12875 	 -0.63 	29.2 	
-43.798 	 -193.37 	 999.973 	-2 	 -10 	 79 	0.77 	 -1.1025 	 -0.6125 	29.2 	
-45.14 	 -194.468 	 1001.38 	-2 	 -10 	 79 	0.665 	 -1.12875 	 -0.595 	29.2 	
-45.323 	 -194.224 	 1001.19 	-2 	 -10 	 79 	0.76125 	 -1.00625 	 -0.525 	29.2 	
-44.53 	 -197.823 	 1002.41 	-2 	 -11 	 79 	0.63 	 -1.3125 	 -0.51625 	29.2 	
-45.445 	 -196.176 	 1003.94 	-2 	 -11 	 79 	0.72625 	 -1.1375 	 -0.55125 	29.2 	
-48.861 	 -192.821 	 1003.33 	-2 	 -10 	 79 	0.72625 	 -1.12875 	 -0.5775 	29.2 	
-49.288 	 -193.858 	 1001.99 	-2 	 -10 	 79 	0.83125 	 -1.05875 	 -0.49875 	29.2 	
-47.763 	 -194.468 	 1003.14 	-2 	 -10 	 79 	0.7875 	 -1.04125 	 -0.58625 	29.2 	
-48.434 	 -192.882 	 1003.27 	-2 	 -10 	 79 	0.63875 	 -1.23375 	 -0.49875 	29.2 	
-47.763 	 -193.919 	 1001.01 	-2 	 -10 	 79 	0.67375 	 -1.085 	 -0.5425 	29.2 	
-50.752 	 -191.601 	 1002.72 	-2 	 -10 	 79 	0.7 	 -1.19875 	 -0.595 	29.2 	
-46.299 	 -192.272 	 1004.18 	-2 	 -10 	 79 	0.63875 	 -1.23375 	 -0.44625 	29.2 	
-47.336 	 -192.272 	 1004.3 	-2 	 -10 	 79 	0.53375 	 -1.2075 	 -0.49 	29.2 	
-47.702 	 -192.394 	 1002.78 	-2 	 -10 	 79 	0.6475 	 -1.07625 	 -0.525 	29.2 	
-47.763 	 -192.333 	 1000.46 	-2 	 -10 	 79 	0.63875 	 -1.19 	 -0.5425 	29.2 	
-48.068 	 -191.54 	 1001.68 	-2 	 -10 	 79 	0.735 	 -1.1025 	 -0.6825 	29.2 	
-45.079 	 -191.723 	 1001.25 	-2 	 -10 	 79 	0.735 	 -1.23375 	 -0.63 	29.2 	
-45.628 	 -190.808 	 1002.35 	-2 	 -10 	 79 	0.70875 	 -1.25125 	 -0.595 	29.2 	
-42.395 	 -191.174 	 1002.9 	-2 	 -10 	 79 	0.5425 	 -1.18125 	 -0.58625 	29.2 	
-44.286 	 -192.15 	 1005.22 	-2 	 -10 	 79 	0.7875 	 -1.2425 	 -0.56 	29.2 	
-42.334 	 -192.272 	 1004.18 	-2 	 -10 	 79 	0.7175 	 -1.21625 	 -0.7 	29.2 	
-41.297 	 -191.418 	 1004.06 	-2 	 -10 	 79 	0.56875 	 -1.2075 	 -0.63875 	29.2 	
-39.589 	 -190.32 	 1003.27 	-2 	 -10 	 79 	0.875 	 -1.14625 	 -0.5075 	29.2 	
-40.748 	 -190.259 	 1000.95 	-2 	 -10 	 79 	0.665 	 -1.33 	 -0.5425 	29.2 	
-40.504 	 -191.052 	 1002.11 	-2 	 -10 	 79 	0.5775 	 -1.35625 	 -0.6125 	29.2 	
-37.027 	 -190.625 	 1002.66 	-2 	 -10 	 79 	0.6825 	 -1.21625 	 -0.49 	29.2 	
-38.186 	 -192.272 	 1002.47 	-2 	 -10 	 79 	0.60375 	 -1.18125 	 -0.42875 	29.2 	
-38.979 	 -191.845 	 1004.06 	-2 	 -10 	 79 	0.6475 	 -1.11125 	 -0.55125 	29.2 	
-39.528 	 -192.699 	 1005.4 	-2 	 -10 	 79 	0.7525 	 -1.1725 	 -0.525 	29.2 	
-39.162 	 -192.211 	 1004.37 	-2 	 -10 	 79 	0.63875 	 -1.11125 	 -0.55125 	29.2 	
-39.406 	 -192.394 	 1003.33 	-2 	 -10 	 79 	0.65625 	 -1.11125 	 -0.5075 	29.2 	
-41.846 	 -192.821 	 1001.07 	-2 	 -10 	 79 	0.72625 	 -1.085 	 -0.525 	29.2 	
-42.09 	 -194.651 	 1000.1 	-2 	 -11 	 79 	0.76125 	 -1.18125 	 -0.455 	29.2 	
-42.822 	 -194.712 	 1000.03 	-2 	 -11 	 79 	0.77 	 -1.2775 	 -0.455 	29.2 	
-43.188 	 -193.004 	 1003.27 	-2 	 -10 	 79 	0.6475 	 -1.25125 	 -0.35875 	29.2 	
-45.628 	 -194.102 	 1004.61 	-2 	 -10 	 79 	0.74375 	 -1.1725 	 -0.48125 	29.2 	
-46.726 	 -195.261 	 1002.47 	-2 	 -11 	 79 	0.84875 	 -1.12875 	 -0.5075 	29.2 	
-47.946 	 -193.98 	 1003.51 	-2 	 -10 	 79 	0.9275 	 -1.19 	 -0.44625 	29.2 	
-49.837 	 -192.455 	 1001.99 	-2 	 -10 	 79 	0.805 	 -1.1725 	 -0.4025 	29.3 	
-47.824 	 -191.784 	 1001.25 	-2 	 -10 	 79 	0.7525 	 -1.07625 	 -0.51625 	29.3 	
-50.569 	 -191.784 	 1000.16 	-2 	 -10 	 79 	0.805 	 -1.05875 	 -0.51625 	29.3 	
-49.288 	 -191.967 	 1001.74 	-2 	 -10 	 79 	0.7175 	 -1.155 	 -0.5425 	29.3 	
-49.532 	 -192.699 	 1002.41 	-2 	 -10 	 79 	0.77875 	 -1.12875 	 -0.56875 	29.3 	
-48.373 	 -192.699 	 1003.21 	-2 	 -10 	 79 	0.735 	 -1.21625 	 -0.55125 	29.3 	
-49.288 	 -191.113 	 1003.88 	-2 	 -10 	 79 	0.72625 	 -1.1725 	 -0.46375 	29.3 	
-48.19 	 -190.686 	 1003.33 	-2 	 -10 	 79 	0.84 	 -1.07625 	 -0.58625 	29.3 	
-48.739 	 -187.148 	 1003.45 	-2 	 -10 	 79 	0.7 	 -1.21625 	 -0.60375 	29.2 	
-47.397 	 -188.673 	 1003.39 	-2 	 -10 	 79 	0.7 	 -1.085 	 -0.6125 	29.2 	
-45.994 	 -188.795 	 1001.99 	-2 	 -10 	 79 	0.70875 	 -1.16375 	 -0.56875 	29.2 	
-45.628 	 -188.917 	 1003.75 	-2 	 -10 	 79 	0.72625 	 -1.2425 	 -0.6125 	29.2 	
-45.323 	 -187.453 	 1001.8 	-2 	 -10 	 79 	0.735 	 -1.2425 	 -0.5075 	29.2 	
-45.384 	 -187.209 	 1004.06 	-2 	 -10 	 79 	0.70875 	 -1.12 	 -0.58625 	29.2 	
-45.262 	 -185.989 	 1001.74 	-2 	 -10 	 79 	0.74375 	 -1.19 	 -0.3675 	29.2 	
-42.456 	 -188.856 	 1002.84 	-2 	 -10 	 79 	0.72625 	 -1.155 	 -0.42875 	29.2 	
-41.114 	 -187.453 	 1004.06 	-2 	 -10 	 79 	0.63 	 -1.225 	 -0.48125 	29.2 	
-42.7 	 -187.758 	 1002.05 	-2 	 -10 	 79 	0.63875 	 -1.09375 	 -0.41125 	29.2 	
-43.188 	 -188.429 	 1003.57 	-2 	 -10 	 79 	0.77 	 -1.3125 	 -0.4725 	29.2 	
-41.846 	 -191.052 	 1002.29 	-2 	 -10 	 79 	0.48125 	 -1.19875 	 -0.5075 	29.2 	
-42.517 	 -191.052 	 1002.17 	-2 	 -10 	 79 	0.7175 	 -1.26875 	 -0.48125 	29.2 	
-42.517 	 -190.015 	 1001.44 	-2 	 -10 	 79 	0.8575 	 -1.28625 	 -0.5075 	29.2 	
-42.822 	 -190.869 	 1002.66 	-2 	 -10 	 79 	0.74375 	 -1.16375 	 -0.42875 	29.2 	
-45.14 	 -192.76 	 1001.07 	-2 	 -10 	 79 	0.84 	 -1.1025 	 -0.3675 	29.2 	
-46.909 	 -195.749 	 1001.56 	-2 	 -11 	 79 	0.805 	 -1.2075 	 -0.49875 	29.2 	
-46.604 	 -195.81 	 1001.25 	-2 	 -11 	 79 	0.60375 	 -1.07625 	 -0.595 	29.2 	
-45.811 	 -195.078 	 1001.07 	-2 	 -11 	 79 	0.665 	 -1.18125 	 -0.49875 	29.2 	
-48.129 	 -196.969 	 1003.08 	-2 	 -11 	 79 	0.63 	 -1.2075 	 -0.56875 	29.2 	
-48.983 	 -199.043 	 1001.19 	-2 	 -11 	 78 	0.76125 	 -1.09375 	 -0.5075 	29.2 	
-49.654 	 -198.86 	 1001.31 	-2 	 -11 	 78 	0.72625 	 -1.26875 	 -0.6125 	29.2 	
-48.8 	 -199.836 	 1000.52 	-2 	 -11 	 78 	0.67375 	 -1.19 	 -0.6125 	29.2 	
-49.044 	 -198.372 	 1001.07 	-2 	 -11 	 79 	0.62125 	 -1.225 	 -0.665 	29.2 	
-51.606 	 -199.592 	 998.997 	-2 	 -11 	 78 	0.8575 	 -1.19 	 -0.665 	29.2 	
-50.691 	 -197.945 	 1001.92 	-2 	 -11 	 79 	0.7875 	 -1.0675 	 -0.5075 	29.2 	
