STEVAL-MKI243A (ASM330LHHXG1)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	A_X [deg] 	 A_Y [deg] 	 A_Z [deg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	TEMP [C] 	
-40.504 	 -192.577 	 1003.63 	-2 	 -10 	 79 	0.8225 	 -1.1025 	 -0.48125 	29.2 	
-42.944 	 -192.272 	 1003.57 	-2 	 -10 	 79 	0.84875 	 -1.015 	 -0.385 	29.2 	
-43.066 	 -193.309 	 1001.74 	-2 	 -10 	 79 	0.58625 	 -1.04125 	 -0.41125 	29.2 	
-46.055 	 -191.723 	 1001.74 	-2 	 -10 	 79 	0.665 	 -1.09375 	 -0.44625 	29.2 	
-47.092 	 -194.041 	 1002.23 	-2 	 -10 	 79 	0.8575 	 -1.09375 	 -0.455 	29.2 	
-49.837 	 -194.163 	 999.424 	-2 	 -10 	 79 	0.72625 	 -1.2075 	 -0.4025 	29.2 	
-50.142 	 -196.42 	 998.814 	-2 	 -11 	 79 	0.56 	 -1.09375 	 -0.385 	29.2 	
-51.972 	 -196.969 	 1001.19 	-2 	 -11 	 79 	0.665 	 -1.085 	 -0.525 	29.2 	
-54.351 	 -196.603 	 1001.92 	-3 	 -11 	 79 	0.77 	 -1.18125 	 -0.49875 	29.2 	
-54.534 	 -197.152 	 1001.86 	-3 	 -11 	 79 	0.945 	 -1.19875 	 -0.49875 	29.2 	
-54.778 	 -197.579 	 1000.95 	-3 	 -11 	 79 	0.70875 	 -1.09375 	 -0.48125 	29.2 	
-55.937 	 -196.969 	 999.241 	-3 	 -11 	 79 	0.72625 	 -1.19 	 -0.5075 	29.2 	
-55.876 	 -198.799 	 1001.13 	-3 	 -11 	 78 	0.74375 	 -1.09375 	 -0.60375 	29.2 	
-56.303 	 -198.616 	 999.363 	-3 	 -11 	 78 	0.79625 	 -1.12875 	 -0.525 	29.2 	
-55.388 	 -198.25 	 999.912 	-3 	 -11 	 78 	0.58625 	 -1.0675 	 -0.455 	29.2 	
-55.022 	 -195.444 	 1001.44 	-3 	 -11 	 79 	0.7525 	 -1.0675 	 -0.6125 	29.2 	
-54.351 	 -195.078 	 1003.27 	-3 	 -10 	 79 	0.735 	 -1.1725 	 -0.6825 	29.2 	
-54.534 	 -194.712 	 1003.02 	-3 	 -10 	 79 	0.60375 	 -1.1375 	 -0.63 	29.2 	
-53.436 	 -194.773 	 1002.78 	-2 	 -10 	 79 	0.76125 	 -1.0325 	 -0.62125 	29.2 	
-49.776 	 -194.346 	 1001.99 	-2 	 -10 	 79 	0.7875 	 -1.07625 	 -0.5775 	29.2 	
-51.423 	 -193.797 	 1003.27 	-2 	 -10 	 79 	0.79625 	 -1.23375 	 -0.49 	29.2 	
-50.569 	 -190.93 	 1002.17 	-2 	 -10 	 79 	0.77 	 -1.16375 	 -0.5775 	29.2 	
-49.166 	 -191.052 	 1002.96 	-2 	 -10 	 79 	0.81375 	 -1.09375 	 -0.60375 	29.2 	
-48.19 	 -192.394 	 1003.08 	-2 	 -10 	 79 	0.6825 	 -1.28625 	 -0.60375 	29.2 	
-47.397 	 -191.113 	 1002.84 	-2 	 -10 	 79 	0.5775 	 -1.2075 	 -0.63875 	29.2 	
-46.238 	 -190.625 	 1002.78 	-2 	 -10 	 79 	0.51625 	 -1.155 	 -0.76125 	29.2 	
-44.774 	 -189.832 	 1003.57 	-2 	 -10 	 79 	0.6825 	 -1.07625 	 -0.595 	29.2 	
-47.031 	 -188.124 	 1004.49 	-2 	 -10 	 79 	0.65625 	 -1.1025 	 -0.5775 	29.2 	
-46.787 	 -190.564 	 1004.06 	-2 	 -10 	 79 	0.63 	 -1.19875 	 -0.56 	29.2 	
-46.482 	 -189.954 	 1003.51 	-2 	 -10 	 79 	0.76125 	 -1.225 	 -0.56 	29.2 	
-43.737 	 -188.368 	 1002.96 	-2 	 -10 	 79 	0.8575 	 -1.14625 	 -0.56 	29.2 	
-45.323 	 -186.782 	 1002.66 	-2 	 -10 	 79 	0.74375 	 -1.18125 	 -0.6125 	29.2 	
-44.103 	 -187.697 	 1001.86 	-2 	 -10 	 79 	0.63 	 -1.11125 	 -0.6125 	29.2 	
-43.432 	 -189.344 	 1004.61 	-2 	 -10 	 79 	0.65625 	 -1.18125 	 -0.5775 	29.2 	
-45.75 	 -190.259 	 1003.45 	-2 	 -10 	 79 	0.63 	 -1.18125 	 -0.56 	29.2 	
-44.408 	 -189.832 	 1003.94 	-2 	 -10 	 79 	0.63875 	 -1.0675 	 -0.56875 	29.2 	
-43.554 	 -188.795 	 1004.61 	-2 	 -10 	 79 	0.665 	 -1.07625 	 -0.595 	29.2 	
-43.981 	 -187.88 	 1005.16 	-2 	 -10 	 79 	0.76125 	 -1.05875 	 -0.56 	29.2 	
-43.188 	 -189.405 	 1002.41 	-2 	 -10 	 79 	0.7175 	 -1.225 	 -0.56 	29.2 	
-42.273 	 -188.246 	 1001.86 	-2 	 -10 	 79 	0.60375 	 -1.21625 	 -0.5775 	29.2 	
-43.859 	 -190.747 	 1002.6 	-2 	 -10 	 79 	0.6825 	 -1.015 	 -0.6825 	29.2 	
-43.798 	 -190.198 	 1000.77 	-2 	 -10 	 79 	0.7525 	 -1.085 	 -0.77 	29.2 	
-42.334 	 -189.344 	 1002.53 	-2 	 -10 	 79 	0.63875 	 -1.32125 	 -0.665 	29.2 	
-43.249 	 -189.832 	 1003.75 	-2 	 -10 	 79 	0.7175 	 -1.11125 	 -0.62125 	29.2 	
-42.944 	 -192.15 	 1004.61 	-2 	 -10 	 79 	0.79625 	 -1.26 	 -0.65625 	29.2 	
-43.066 	 -190.808 	 1003.14 	-2 	 -10 	 79 	0.735 	 -1.11125 	 -0.67375 	29.2 	
-44.286 	 -191.784 	 1001.44 	-2 	 -10 	 79 	0.62125 	 -1.07625 	 -0.74375 	29.2 	
-43.127 	 -191.113 	 1002.66 	-2 	 -10 	 79 	0.5775 	 -1.19875 	 -0.65625 	29.2 	
-44.042 	 -191.601 	 1001.62 	-2 	 -10 	 79 	0.56 	 -1.09375 	 -0.58625 	29.2 	
-43.31 	 -193.37 	 1003.14 	-2 	 -10 	 79 	0.6125 	 -1.16375 	 -0.65625 	29.2 	
-44.957 	 -191.906 	 1004.3 	-2 	 -10 	 79 	0.6475 	 -1.09375 	 -0.665 	29.2 	
-43.432 	 -193.126 	 1000.83 	-2 	 -10 	 79 	0.63875 	 -1.1375 	 -0.53375 	29.2 	
-45.079 	 -194.102 	 1004.06 	-2 	 -10 	 79 	0.91875 	 -1.1025 	 -0.65625 	29.2 	
-45.384 	 -191.784 	 1003.69 	-2 	 -10 	 79 	0.63875 	 -1.19875 	 -0.62125 	29.2 	
-45.872 	 -193.858 	 1001.25 	-2 	 -10 	 79 	0.7875 	 -1.12 	 -0.5425 	29.2 	
-45.445 	 -193.37 	 1000.58 	-2 	 -10 	 79 	0.76125 	 -1.19875 	 -0.55125 	29.2 	
-46.604 	 -194.529 	 1000.64 	-2 	 -10 	 79 	0.735 	 -1.16375 	 -0.63875 	29.2 	
-45.75 	 -191.662 	 1001.25 	-2 	 -10 	 79 	0.76125 	 -1.155 	 -0.55125 	29.2 	
-45.445 	 -194.59 	 1002.29 	-2 	 -10 	 79 	0.875 	 -1.16375 	 -0.51625 	29.2 	
-45.14 	 -192.638 	 1002.53 	-2 	 -10 	 79 	0.74375 	 -1.16375 	 -0.53375 	29.2 	
-45.872 	 -194.712 	 1004.85 	-2 	 -10 	 79 	0.7875 	 -1.18125 	 -0.5075 	29.2 	
-48.129 	 -195.322 	 1004.06 	-2 	 -10 	 79 	0.83125 	 -1.1375 	 -0.595 	29.2 	
-46.604 	 -193.309 	 1001.74 	-2 	 -10 	 79 	0.84 	 -1.2075 	 -0.65625 	29.2 	
-47.458 	 -193.492 	 1000.89 	-2 	 -10 	 79 	0.63 	 -1.155 	 -0.48125 	29.2 	
-45.811 	 -192.211 	 999.424 	-2 	 -10 	 79 	0.67375 	 -1.30375 	 -0.65625 	29.2 	
-46.238 	 -194.224 	 1002.72 	-2 	 -10 	 79 	0.7525 	 -1.19875 	 -0.5075 	29.2 	
-45.018 	 -194.102 	 1001.86 	-2 	 -10 	 79 	0.67375 	 -1.155 	 -0.42875 	29.2 	
-44.774 	 -194.59 	 1002.23 	-2 	 -10 	 79 	0.58625 	 -1.33 	 -0.56875 	29.2 	
-43.798 	 -194.468 	 1001.5 	-2 	 -10 	 79 	0.84 	 -1.28625 	 -0.56875 	29.2 	
-44.835 	 -194.651 	 1004.37 	-2 	 -10 	 79 	0.88375 	 -1.05875 	 -0.6125 	29.2 	
-43.066 	 -194.285 	 1001.74 	-2 	 -10 	 79 	0.875 	 -1.09375 	 -0.60375 	29.2 	
-43.31 	 -193.736 	 1000.64 	-2 	 -10 	 79 	0.7175 	 -1.3125 	 -0.6125 	29.2 	
-41.297 	 -191.113 	 1001.44 	-2 	 -10 	 79 	0.805 	 -1.28625 	 -0.5775 	29.3 	
-41.419 	 -194.224 	 1001.31 	-2 	 -10 	 79 	0.7 	 -1.1725 	 -0.4375 	29.3 	
-41.907 	 -193.187 	 1002.6 	-2 	 -10 	 79 	0.56875 	 -1.21625 	 -0.5075 	29.3 	
-42.517 	 -192.211 	 1003.45 	-2 	 -10 	 79 	0.735 	 -1.0325 	 -0.525 	29.3 	
-41.175 	 -192.272 	 1003.21 	-2 	 -10 	 79 	0.74375 	 -1.05 	 -0.49875 	29.3 	
-39.955 	 -191.113 	 1003.02 	-2 	 -10 	 79 	0.805 	 -1.11125 	 -0.48125 	29.3 	
-41.907 	 -190.32 	 1002.47 	-2 	 -10 	 79 	0.8575 	 -1.12 	 -0.56 	29.3 	
-41.724 	 -189.893 	 1000.64 	-2 	 -10 	 79 	0.74375 	 -1.1025 	 -0.56 	29.3 	
-41.358 	 -189.649 	 1001.92 	-2 	 -10 	 79 	0.53375 	 -1.18125 	 -0.525 	29.2 	
-43.188 	 -191.784 	 1003.33 	-2 	 -10 	 79 	0.595 	 -1.16375 	 -0.56875 	29.2 	
-43.554 	 -190.259 	 1003.02 	-2 	 -10 	 79 	0.77 	 -1.33 	 -0.51625 	29.2 	
-43.493 	 -190.076 	 1003.75 	-2 	 -10 	 79 	0.72625 	 -1.225 	 -0.5075 	29.2 	
-44.225 	 -190.869 	 1003.02 	-2 	 -10 	 79 	0.665 	 -1.12 	 -0.53375 	29.2 	
-44.164 	 -190.93 	 1001.5 	-2 	 -10 	 79 	0.6475 	 -1.09375 	 -0.455 	29.2 	
-44.103 	 -191.235 	 1001.56 	-2 	 -10 	 79 	0.70875 	 -1.07625 	 -0.51625 	29.2 	
-46.543 	 -190.442 	 1001.8 	-2 	 -10 	 79 	0.67375 	 -1.19 	 -0.41125 	29.2 	
-47.458 	 -191.357 	 1000.22 	-2 	 -10 	 79 	0.665 	 -1.1725 	 -0.60375 	29.2 	
-47.824 	 -190.686 	 1002.9 	-2 	 -10 	 79 	0.77875 	 -1.04125 	 -0.5425 	29.2 	
-46.055 	 -190.808 	 1001.68 	-2 	 -10 	 79 	0.6475 	 -1.1725 	 -0.5775 	29.2 	
-46.97 	 -190.747 	 1002.17 	-2 	 -10 	 79 	0.76125 	 -1.19 	 -0.49 	29.2 	
-48.251 	 -189.71 	 1001.01 	-2 	 -10 	 79 	0.6125 	 -1.2775 	 -0.525 	29.2 	
-46.36 	 -190.015 	 1001.07 	-2 	 -10 	 79 	0.6475 	 -1.2425 	 -0.595 	29.2 	
-46.848 	 -189.1 	 1003.51 	-2 	 -10 	 79 	0.83125 	 -1.2425 	 -0.60375 	29.2 	
-45.689 	 -190.808 	 1001.86 	-2 	 -10 	 79 	0.84 	 -1.085 	 -0.49875 	29.2 	
-45.994 	 -190.808 	 1003.39 	-2 	 -10 	 79 	0.7 	 -1.1375 	 -0.49875 	29.2 	
-45.567 	 -189.588 	 1002.96 	-2 	 -10 	 79 	0.805 	 -1.11125 	 -0.49 	29.2 	
-44.835 	 -191.113 	 1002.47 	-2 	 -10 	 79 	0.7875 	 -1.07625 	 -0.56 	29.2 	
-46.482 	 -192.516 	 1003.21 	-2 	 -10 	 79 	0.81375 	 -1.12 	 -0.525 	29.2 	
-43.615 	 -190.564 	 1003.57 	-2 	 -10 	 79 	0.72625 	 -1.23375 	 -0.49875 	29.2 	
-45.628 	 -190.991 	 1000.89 	-2 	 -10 	 79 	0.77 	 -1.1725 	 -0.4375 	29.2 	
-43.493 	 -192.394 	 1002.66 	-2 	 -10 	 79 	0.6475 	 -1.1375 	 -0.42875 	29.2 	
-42.944 	 -189.405 	 1003.75 	-2 	 -10 	 79 	0.48125 	 -1.16375 	 -0.44625 	29.2 	
-42.09 	 -191.723 	 1004.06 	-2 	 -10 	 79 	0.735 	 -1.18125 	 -0.4725 	29.2 	
-42.822 	 -192.577 	 1003.08 	-2 	 -10 	 79 	0.76125 	 -1.19875 	 -0.44625 	29.2 	
-44.164 	 -192.333 	 1001.86 	-2 	 -10 	 79 	0.70875 	 -1.2075 	 -0.48125 	29.2 	
-43.554 	 -193.004 	 1001.92 	-2 	 -10 	 79 	0.67375 	 -1.16375 	 -0.48125 	29.2 	
-41.541 	 -191.54 	 1001.07 	-2 	 -10 	 79 	0.67375 	 -1.12 	 -0.42875 	29.2 	
-42.212 	 -193.309 	 1002.66 	-2 	 -10 	 79 	0.49 	 -1.05 	 -0.44625 	29.2 	
-45.689 	 -193.187 	 1003.08 	-2 	 -10 	 79 	0.665 	 -1.12 	 -0.5775 	29.2 	
-46.421 	 -193.553 	 1003.21 	-2 	 -10 	 79 	0.90125 	 -1.05 	 -0.55125 	29.2 	
-46.787 	 -193.858 	 1001.25 	-2 	 -10 	 79 	0.8575 	 -1.155 	 -0.46375 	29.2 	
-48.8 	 -195.322 	 1004.67 	-2 	 -10 	 79 	0.8575 	 -1.09375 	 -0.5425 	29.2 	
-47.885 	 -193.919 	 1002.11 	-2 	 -10 	 79 	0.60375 	 -1.16375 	 -0.65625 	29.2 	
-48.434 	 -194.163 	 1003.27 	-2 	 -10 	 79 	0.7175 	 -1.32125 	 -0.51625 	29.2 	
-49.776 	 -194.529 	 1001.01 	-2 	 -10 	 79 	0.62125 	 -1.12875 	 -0.55125 	29.2 	
-51.057 	 -194.346 	 1000.52 	-2 	 -10 	 79 	0.6475 	 -1.07625 	 -0.63 	29.2 	
-48.434 	 -195.078 	 1000.95 	-2 	 -11 	 79 	0.77875 	 -1.2425 	 -0.595 	29.2 	
-50.752 	 -194.346 	 1002.96 	-2 	 -10 	 79 	0.63875 	 -1.2775 	 -0.6125 	29.2 	
-50.569 	 -195.322 	 1001.07 	-2 	 -11 	 79 	0.76125 	 -1.09375 	 -0.63875 	29.2 	
-49.959 	 -196.115 	 1002.84 	-2 	 -11 	 79 	0.55125 	 -1.26875 	 -0.6475 	29.2 	
-50.569 	 -194.224 	 1001.44 	-2 	 -10 	 79 	0.70875 	 -1.30375 	 -0.595 	29.2 	
-48.251 	 -194.956 	 1001.56 	-2 	 -11 	 79 	0.6475 	 -1.23375 	 -0.595 	29.2 	
-48.922 	 -193.187 	 1001.38 	-2 	 -10 	 79 	0.735 	 -1.23375 	 -0.6125 	29.2 	
-49.166 	 -195.2 	 1002.29 	-2 	 -11 	 79 	0.72625 	 -1.1725 	 -0.69125 	29.2 	
-48.312 	 -193.248 	 1000.83 	-2 	 -10 	 79 	0.48125 	 -1.25125 	 -0.63875 	29.2 	
-46.726 	 -192.272 	 1003.33 	-2 	 -10 	 79 	0.7525 	 -1.12 	 -0.5775 	29.2 	
-46.055 	 -191.113 	 1003.21 	-2 	 -10 	 79 	0.805 	 -1.14625 	 -0.63875 	29.2 	
-46.787 	 -189.954 	 1001.56 	-2 	 -10 	 79 	0.7 	 -1.19 	 -0.6475 	29.2 	
-45.811 	 -191.54 	 1002.96 	-2 	 -10 	 79 	0.6125 	 -1.3125 	 -0.72625 	29.2 	
-45.75 	 -191.723 	 1001.92 	-2 	 -10 	 79 	0.805 	 -1.26875 	 -0.62125 	29.2 	
-45.14 	 -188.978 	 1002.41 	-2 	 -10 	 79 	0.76125 	 -1.05 	 -0.60375 	29.2 	
-43.798 	 -188.612 	 1002.96 	-2 	 -10 	 79 	0.7 	 -1.0675 	 -0.5775 	29.2 	
-43.615 	 -191.418 	 1003.33 	-2 	 -10 	 79 	0.69125 	 -1.09375 	 -0.67375 	29.2 	
-44.164 	 -189.039 	 1004.91 	-2 	 -10 	 79 	0.84875 	 -1.19875 	 -0.49875 	29.2 	
-42.395 	 -191.235 	 1004 	-2 	 -10 	 79 	0.77875 	 -1.0675 	 -0.4725 	29.2 	
-44.347 	 -191.967 	 1002.17 	-2 	 -10 	 79 	0.7 	 -1.11125 	 -0.525 	29.2 	
-42.761 	 -190.747 	 1002.29 	-2 	 -10 	 79 	0.735 	 -0.9975 	 -0.56875 	29.2 	
-44.164 	 -190.564 	 1002.05 	-2 	 -10 	 79 	0.595 	 -1.19875 	 -0.4375 	29.2 	
-44.591 	 -188.612 	 1004.06 	-2 	 -10 	 79 	0.69125 	 -1.11125 	 -0.56875 	29.2 	
-43.066 	 -192.333 	 1005.04 	-2 	 -10 	 79 	0.76125 	 -1.1725 	 -0.525 	29.2 	
-43.31 	 -190.564 	 1005.22 	-2 	 -10 	 79 	0.665 	 -1.26875 	 -0.63875 	29.2 	
-44.286 	 -192.943 	 1003.94 	-2 	 -10 	 79 	0.6825 	 -1.14625 	 -0.525 	29.2 	
-42.456 	 -192.638 	 1002.72 	-2 	 -10 	 79 	0.735 	 -1.14625 	 -0.5425 	29.2 	
-43.31 	 -192.272 	 1000.28 	-2 	 -10 	 79 	0.7525 	 -1.12875 	 -0.6125 	29.2 	
-43.005 	 -192.882 	 1002.23 	-2 	 -10 	 79 	0.67375 	 -1.085 	 -0.595 	29.2 	
-43.798 	 -193.309 	 1000.89 	-2 	 -10 	 79 	0.79625 	 -1.2425 	 -0.6475 	29.2 	
-42.456 	 -192.638 	 1002.11 	-2 	 -10 	 79 	0.74375 	 -1.21625 	 -0.51625 	29.2 	
-42.761 	 -191.967 	 1001.92 	-2 	 -10 	 79 	0.65625 	 -1.07625 	 -0.63875 	29.2 	
-43.737 	 -192.577 	 1001.86 	-2 	 -10 	 79 	0.72625 	 -1.18125 	 -0.56 	29.2 	
-44.408 	 -192.516 	 1001.92 	-2 	 -10 	 79 	0.6825 	 -1.16375 	 -0.58625 	29.2 	
-42.395 	 -192.15 	 1001.07 	-2 	 -10 	 79 	0.6825 	 -1.09375 	 -0.53375 	29.2 	
-42.822 	 -193.37 	 1001.86 	-2 	 -10 	 79 	0.7875 	 -1.04125 	 -0.5775 	29.2 	
-41.602 	 -194.041 	 1002.78 	-2 	 -10 	 79 	0.8925 	 -1.1375 	 -0.53375 	29.2 	
-44.286 	 -194.956 	 1002.41 	-2 	 -10 	 79 	0.70875 	 -1.26 	 -0.49 	29.2 	
-44.774 	 -195.2 	 1003.08 	-2 	 -11 	 79 	0.76125 	 -1.30375 	 -0.48125 	29.2 	
-41.175 	 -193.126 	 1001.13 	-2 	 -10 	 79 	0.7525 	 -1.19 	 -0.55125 	29.2 	
-43.859 	 -192.76 	 1003.21 	-2 	 -10 	 79 	0.81375 	 -1.18125 	 -0.56875 	29.2 	
-43.371 	 -192.272 	 1004.24 	-2 	 -10 	 79 	0.77 	 -1.19 	 -0.56875 	29.2 	
-44.591 	 -193.431 	 1001.74 	-2 	 -10 	 79 	0.88375 	 -1.11125 	 -0.46375 	29.2 	
-43.859 	 -193.004 	 1003.08 	-2 	 -10 	 79 	0.7875 	 -1.09375 	 -0.5075 	29.2 	
-44.53 	 -192.516 	 1001.25 	-2 	 -10 	 79 	0.7175 	 -1.1375 	 -0.44625 	29.2 	
-44.835 	 -191.54 	 1003.08 	-2 	 -10 	 79 	0.65625 	 -1.16375 	 -0.48125 	29.2 	
-44.713 	 -191.174 	 1003.08 	-2 	 -10 	 79 	0.51625 	 -1.16375 	 -0.46375 	29.2 	
-47.336 	 -190.869 	 1005.52 	-2 	 -10 	 79 	0.72625 	 -1.18125 	 -0.44625 	29.2 	
-45.994 	 -190.93 	 1001.99 	-2 	 -10 	 79 	0.7175 	 -1.18125 	 -0.4025 	29.2 	
-45.811 	 -189.283 	 1002.05 	-2 	 -10 	 79 	0.805 	 -1.04125 	 -0.48125 	29.2 	
-45.018 	 -190.076 	 1000.64 	-2 	 -10 	 79 	0.88375 	 -1.00625 	 -0.58625 	29.2 	
-45.689 	 -190.808 	 1002.23 	-2 	 -10 	 79 	0.665 	 -1.16375 	 -0.455 	29.2 	
-46.848 	 -189.954 	 1002.23 	-2 	 -10 	 79 	0.63 	 -1.26 	 -0.49 	29.2 	
-45.872 	 -190.686 	 1003.63 	-2 	 -10 	 79 	0.69125 	 -1.23375 	 -0.37625 	29.2 	
-43.432 	 -190.198 	 1002.66 	-2 	 -10 	 79 	0.8225 	 -1.23375 	 -0.56 	29.2 	
-44.957 	 -189.954 	 1003.21 	-2 	 -10 	 79 	0.67375 	 -0.98875 	 -0.6125 	29.2 	
-43.737 	 -189.954 	 1001.74 	-2 	 -10 	 79 	0.72625 	 -1.1725 	 -0.48125 	29.2 	
-42.09 	 -189.1 	 1001.19 	-2 	 -10 	 79 	0.72625 	 -1.23375 	 -0.53375 	29.2 	
-41.541 	 -188.551 	 1000.58 	-2 	 -10 	 79 	0.63875 	 -1.28625 	 -0.58625 	29.2 	
-40.26 	 -188.978 	 1002.47 	-2 	 -10 	 79 	0.525 	 -1.26875 	 -0.46375 	29.2 	
-39.589 	 -192.028 	 1002.96 	-2 	 -10 	 79 	0.6825 	 -1.26875 	 -0.42 	29.2 	
-39.772 	 -190.686 	 1002.29 	-2 	 -10 	 79 	0.8225 	 -1.16375 	 -0.455 	29.2 	
-39.162 	 -190.564 	 1002.66 	-2 	 -10 	 79 	0.7175 	 -1.07625 	 -0.51625 	29.2 	
-37.942 	 -188.856 	 1004.79 	-2 	 -10 	 79 	0.5775 	 -1.16375 	 -0.53375 	29.2 	
-36.173 	 -188.795 	 1004.73 	-2 	 -10 	 79 	0.6125 	 -1.09375 	 -0.42875 	29.2 	
-35.868 	 -189.1 	 1001.5 	-2 	 -10 	 79 	0.69125 	 -0.98875 	 -0.455 	29.2 	
-36.722 	 -189.649 	 1002.84 	-2 	 -10 	 79 	0.72625 	 -1.0675 	 -0.39375 	29.2 	
-36.295 	 -191.296 	 1002.35 	-2 	 -10 	 79 	0.77 	 -1.21625 	 -0.4025 	29.2 	
-37.576 	 -190.686 	 1003.27 	-2 	 -10 	 79 	0.46375 	 -1.19 	 -0.4025 	29.2 	
-38.43 	 -191.967 	 1005.1 	-2 	 -10 	 79 	0.5775 	 -1.11125 	 -0.34125 	29.2 	
-39.04 	 -193.248 	 1003.82 	-2 	 -10 	 79 	0.60375 	 -1.07625 	 -0.3325 	29.2 	
-40.016 	 -193.309 	 1003.82 	-2 	 -10 	 79 	0.70875 	 -1.07625 	 -0.385 	29.2 	
-43.066 	 -194.712 	 1000.64 	-2 	 -11 	 79 	0.69125 	 -0.90125 	 -0.34125 	29.2 	
-44.103 	 -194.834 	 1001.86 	-2 	 -10 	 79 	0.8925 	 -1.05875 	 -0.42875 	29.2 	
-46.543 	 -195.871 	 1000.34 	-2 	 -11 	 79 	0.7525 	 -1.12875 	 -0.44625 	29.2 	
-50.386 	 -198.25 	 1001.44 	-2 	 -11 	 79 	0.7875 	 -1.26875 	 -0.3675 	29.2 	
-52.094 	 -198.494 	 1000.83 	-2 	 -11 	 78 	0.805 	 -1.1025 	 -0.4375 	29.2 	
-54.046 	 -200.263 	 999.607 	-3 	 -11 	 78 	0.72625 	 -1.05 	 -0.35875 	29.2 	
-55.632 	 -197.335 	 1000.83 	-3 	 -11 	 79 	0.91 	 -1.19875 	 -0.42 	29.2 	
-57.828 	 -200.202 	 1001.13 	-3 	 -11 	 78 	0.7875 	 -1.00625 	 -0.56 	29.2 	
-58.011 	 -199.043 	 1000.28 	-3 	 -11 	 78 	0.67375 	 -1.09375 	 -0.56875 	29.2 	
-58.072 	 -197.762 	 998.692 	-3 	 -11 	 79 	0.735 	 -1.1375 	 -0.58625 	29.2 	
-57.828 	 -196.847 	 998.57 	-3 	 -11 	 79 	0.6125 	 -1.12875 	 -0.4725 	29.2 	
-58.499 	 -195.2 	 999.424 	-3 	 -11 	 79 	0.6825 	 -1.09375 	 -0.62125 	29.2 	
-59.353 	 -197.396 	 999.546 	-3 	 -11 	 79 	0.7 	 -1.02375 	 -0.62125 	29.2 	
-59.292 	 -195.932 	 1001.01 	-3 	 -11 	 79 	0.70875 	 -1.11125 	 -0.58625 	29.2 	
-56.73 	 -195.627 	 1001.19 	-3 	 -11 	 79 	0.7 	 -1.155 	 -0.58625 	29.2 	
-56.425 	 -193.614 	 1000.46 	-3 	 -10 	 79 	0.6475 	 -1.11125 	 -0.6475 	29.2 	
-54.595 	 -193.248 	 1001.5 	-3 	 -10 	 79 	0.6825 	 -1.14625 	 -0.6825 	29.2 	
-53.253 	 -192.882 	 1001.31 	-2 	 -10 	 79 	0.6125 	 -1.085 	 -0.595 	29.2 	
-53.436 	 -191.601 	 1001.92 	-2 	 -10 	 79 	0.735 	 -1.155 	 -0.6475 	29.3 	
-52.094 	 -189.344 	 1004.37 	-2 	 -10 	 79 	0.79625 	 -1.2075 	 -0.7525 	29.3 	
-49.715 	 -190.137 	 1002.9 	-2 	 -10 	 79 	0.70875 	 -1.11125 	 -0.76125 	29.3 	
-48.8 	 -188.795 	 1004.67 	-2 	 -10 	 79 	0.70875 	 -1.1375 	 -0.63 	29.3 	
-46.604 	 -187.148 	 1004 	-2 	 -10 	 79 	0.8925 	 -1.11125 	 -0.67375 	29.3 	
-46.055 	 -186.355 	 1003.39 	-2 	 -10 	 79 	0.84 	 -1.295 	 -0.665 	29.3 	
-45.872 	 -185.623 	 1003.63 	-2 	 -10 	 79 	0.65625 	 -1.12875 	 -0.5425 	29.3 	
-45.872 	 -185.44 	 1003.75 	-2 	 -10 	 79 	0.67375 	 -1.225 	 -0.62125 	29.3 	
-46.116 	 -187.758 	 1003.94 	-2 	 -10 	 79 	0.62125 	 -1.19875 	 -0.62125 	29.2 	
-44.469 	 -188.307 	 1005.77 	-2 	 -10 	 79 	0.6825 	 -1.12875 	 -0.60375 	29.2 	
-44.042 	 -188.612 	 1004.12 	-2 	 -10 	 79 	0.7875 	 -1.02375 	 -0.525 	29.2 	
-43.981 	 -187.636 	 1004.61 	-2 	 -10 	 79 	0.6475 	 -1.23375 	 -0.49875 	29.2 	
-43.249 	 -189.466 	 1004.18 	-2 	 -10 	 79 	0.58625 	 -1.26 	 -0.525 	29.2 	
-44.164 	 -186.05 	 1003.33 	-2 	 -10 	 79 	0.6125 	 -1.18125 	 -0.5075 	29.2 	
-44.042 	 -187.88 	 1003.57 	-2 	 -10 	 79 	0.6475 	 -1.23375 	 -0.6475 	29.2 	
-45.628 	 -188.856 	 1003.57 	-2 	 -10 	 79 	0.7525 	 -1.16375 	 -0.63 	29.2 	
-42.944 	 -188.307 	 1005.52 	-2 	 -10 	 79 	0.6125 	 -1.05875 	 -0.5775 	29.2 	
-43.859 	 -191.906 	 1007.6 	-2 	 -10 	 79 	0.77875 	 -1.16375 	 -0.62125 	29.2 	
-43.615 	 -190.808 	 1005.28 	-2 	 -10 	 79 	0.6475 	 -1.155 	 -0.65625 	29.2 	
-41.48 	 -192.028 	 1003.33 	-2 	 -10 	 79 	0.56 	 -1.18125 	 -0.76125 	29.2 	
-41.724 	 -191.784 	 1003.08 	-2 	 -10 	 79 	0.595 	 -1.12875 	 -0.65625 	29.2 	
-41.297 	 -190.747 	 1003.39 	-2 	 -10 	 79 	0.6825 	 -1.09375 	 -0.70875 	29.2 	
